Streckennummer;Richtung;km_von_l;km_bis_l;km_von_i;km_bis_i;km_von_km;km_von_m;km_bis_km;km_bis_m;Länge;Streckenkurzname;Bezeichnung;Kreuzungsart;Bundesland;Kreis;WKT GK (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
1023;Streckenachse;9,0 + 61,303;9,0 + 94,755;100900061,303;100900094,755;9;61,303;9;94,755;58;Kiel - Neustadt(Holst);EÜ Kieler Straße;EÜ über andere Straße/Weg KFZ-Verkehr;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3580711.6267752233 6017753.258518716,3580741.5836353092 6017738.403137478));MULTILINESTRING ((10.23822937225871 54.28361855031577,10.23868521662387 54.28348039397611));MULTILINESTRING ((580609.4698300124 6015786.292911269,580639.4146328889 6015771.4431582))
1023;Streckenachse;9,5 + 44,000;9,5 + 44,000;100950044;100950044;9,5;44;9,5;44;4;Kiel - Neustadt(Holst);E Bahnstg.zug. Raisd.;EÜ über Wege/Räume Reisende-Bstg.Zug.;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3581077.6575541133 6017450.3389828205,3581077.658080329 6017450.338132991));MULTILINESTRING ((10.243766050357662 54.28083989795988,10.243766058204562 54.280839890243485));MULTILINESTRING ((580975.3521440509 6015483.490443977,580975.3526700491 6015483.489594481))
1023;Streckenachse;9,7 + 74,381;9,7 + 97,857;100970074,381;100970097,857;9,7;74,381;9,7;97,857;27;Kiel - Neustadt(Holst);EÜ Bahnhofstraße;EÜ über andere Straße/Weg KFZ-Verkehr;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3581167.587835844 6017238.940313678,3581175.320817018 6017216.785573983));MULTILINESTRING ((10.24508910161526 54.27892689670726,10.245201784835155 54.27872668035278));MULTILINESTRING ((581065.244660452 6015272.175030992,581072.9743568165 6015250.029032537))
1023;Streckenachse;14,0 + 12,540;14,0 + 16,553;101400012,54;101400016,553;14;12,54;14;16,553;4;Kiel - Neustadt(Holst);EÜ Rad- u. Fußweg;EÜ über Rad-/Fußweg;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3583227.919332179 6013649.352966637,3583228.574438363 6013645.395612094));MULTILINESTRING ((10.275715156568868 54.24635520641471,10.275724105421089 54.24631955603921));MULTILINESTRING ((583124.7227128219 6011683.9964087065,583125.3775211397 6011680.040622464))
1023;Streckenachse;14,0 + 15,000;14,0 + 15,000;101400015;101400015;14;15;14;15;4;Kiel - Neustadt(Holst);Rad-/Fußwegunterf.;EÜ über Rad-/Fußweg;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3583228.32091733 6013646.927077733,3583228.321080576 6013646.926091599));MULTILINESTRING ((10.275720642286185 54.24633335245923,10.275720644516147 54.2463333435755));MULTILINESTRING ((583125.1241153788 6011681.571481181,583125.1242785509 6011681.570495439))
1023;Streckenachse;14,8 + 106,400;14,8 + 127,253;101480106,4;101480127,253;14,8;106,4;14,8;127,253;24;Kiel - Neustadt(Holst);EÜ Mühlenaue;EÜ über anderen Wasserlauf;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3583248.4776474177 6012757.116315912,3583248.4726432464 6012736.272609304));MULTILINESTRING ((10.275782858674683 54.23833802470678,10.275776999412631 54.238150812559326));MULTILINESTRING ((583145.2644544329 6010792.114549737,583145.2592561654 6010771.2791360915))
1023;Streckenachse;14,8 + 177,009;14,8 + 187,453;101480177,009;101480187,453;14,8;177,009;14,8;187,453;9;Kiel - Neustadt(Holst);EÜ Theodor-Storm-Straße;EÜ über Rad-/Fußweg;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3583248.460703116 6012686.5387836695,3583248.4581968305 6012676.099438164));MULTILINESTRING ((10.275763019274121 54.23770411768872,10.275760084830647 54.23761035449523));MULTILINESTRING ((583145.2468529186 6010721.565097771,583145.2442494241 6010711.12990571))
1023;Streckenachse;15,2 + 14,829;15,2 + 32,893;101520014,829;101520032,893;15,2;14,829;15,2;32,893;20;Kiel - Neustadt(Holst);EÜ Hufenweg;EÜ über andere Straße/Weg KFZ-Verkehr;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3583248.4508894654 6012448.824888866,3583248.531426081 6012430.769118401));MULTILINESTRING ((10.27569692789223 54.235569031909456,10.275693154460054 54.23540684632932));MULTILINESTRING ((583145.2348069779 6010483.945780543,583145.3151417056 6010465.897193044))
1023;Streckenachse;15,3 + 96,931;15,4 + 1,142;101530096,931;101540001,142;15,3;96,931;15,4;1,142;4;Kiel - Neustadt(Holst);EÜ Bstg-Zugang;EÜ über Wege/Räume Reisende-Bstg.Zug.;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3583253.5831261845 6012266.928061109,3583253.832754019 6012262.726346453));MULTILINESTRING ((10.275725162794746 54.233934445240756,10.275727824624784 54.23389666590441));MULTILINESTRING ((583150.3632908054 6010302.1212746315,583150.612779803 6010297.921229337))
1023;Streckenachse;15,8 + 14,924;15,8 + 20,198;101580014,924;101580020,198;15,8;14,924;15,8;20,198;6;Kiel - Neustadt(Holst);EÜ Postfelder Weg;EÜ über andere Straße/Weg KFZ-Verkehr;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3583291.7522888146 6011851.174851302,3583292.919103169 6011846.033953022));MULTILINESTRING ((10.276195009651664 54.23019404781407,10.276211471164757 54.23014768385818));MULTILINESTRING ((583188.5133572166 6009886.533119436,583189.6796589985 6009881.39425557))
1023;Streckenachse;16,4 + 89,241;16,4 + 93,830;101640089,241;101640093,83;16,4;89,241;16,4;93,83;3;Kiel - Neustadt(Holst);EÜ Fußweg;EÜ über Rad-/Fußweg;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3583471.344239326 6011205.067041229,3583471.7317169355 6011200.496481401));MULTILINESTRING ((10.278768625977477 54.22436164563483,10.27877329503342 54.22432053086492));MULTILINESTRING ((583368.0277796419 6009240.6806856105,583368.4150601055 6009236.1119406205))
1023;Streckenachse;26,7 + 22,757;26,7 + 25,673;102670022,757;102670025,673;26,7;22,757;26,7;25,673;4;Kiel - Neustadt(Holst);EÜ Bstg-Zugang;EÜ über Wege/Räume Reisende-Bstg.Zug.;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3587640.700069292 6002850.129660908,3587643.5296119913 6002850.829065875));MULTILINESTRING ((10.34024393414243 54.14862510964062,10.340287429030143 54.14863090901946));MULTILINESTRING ((587535.646142954 6000889.028458266,587538.4745663545 6000889.7275583185))
1023;Streckenachse;28,5 + 16,191;28,5 + 18,867;102850016,191;102850018,867;28,5;16,191;28,5;18,867;5;Kiel - Neustadt(Holst);EÜ Feldweg;EÜ über andere Straße/Weg Fahrverkehr;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3589268.4830361083 6003288.300273876,3589271.14665454 6003288.063094533));MULTILINESTRING ((10.365278293149164 54.15228045819213,10.365318979237246 54.15227786531243));MULTILINESTRING ((589162.7855352669 6001327.009403289,589165.4480916072 6001326.772293256))
1023;Streckenachse;31,1 + 29,554;31,1 + 42,788;103110029,554;103110042,788;31,1;29,554;31,1;42,788;16;Kiel - Neustadt(Holst);EÜ Kleiner Plöner See;EÜ über künstliche Wasserstraße (Kanal);Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3591509.746897627 6003041.149731922,3591522.9496401907 6003040.384732503));MULTILINESTRING ((10.399496708687169 54.149666534193244,10.399698477384762 54.14965731276694));MULTILINESTRING ((591403.1552590104 6001079.936104015,591416.3527408866 6001079.171284633))
1023;Streckenachse;31,3 + 35,577;31,3 + 39,107;103130035,577;103130039,107;31,3;35,577;31,3;39,107;5;Kiel - Neustadt(Holst);EÜ Ahlwehr;EÜ über anderen Wasserlauf;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3591713.7753430433 6003061.5530926725,3591717.208061911 6003062.365610823));MULTILINESTRING ((10.402624523988807 54.14981342189768,10.402677291383455 54.14982010696251));MULTILINESTRING ((591607.1027120072 6001100.329423695,591610.5340726222 6001101.141586183))
1023;Streckenachse;32,1 + 91,395;32,1 + 93,066;103210091,395;103210093,066;32,1;91,395;32,1;93,066;3;Kiel - Neustadt(Holst);EÜ Fußweg Schlossweg;EÜ über Rad-/Fußweg;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3592310.935476216 6003636.793656261,3592312.0971784596 6003637.99317479));MULTILINESTRING ((10.411937031957928 54.15487297913407,10.411955175142982 54.15488354379058));MULTILINESTRING ((592204.0306512455 6001675.335459017,592205.1919025456 6001676.5344892815))
1023;Streckenachse;32,5 + 81,367;32,5 + 83,655;103250081,367;103250083,655;32,5;81,367;32,5;83,655;5;Kiel - Neustadt(Holst);EÜ Fußweg;EÜ über Rad-/Fußweg;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3592633.341027249 6003853.311815216,3592635.1365246866 6003854.727416074));MULTILINESTRING ((10.41693689077881 54.156759593211426,10.416964801024475 54.156771983558876));MULTILINESTRING ((592526.3099557399 6001891.764421669,592528.1047520812 6001893.179442303))
1023;Streckenachse;32,7 + 22,153;32,7 + 24,403;103270022,153;103270024,403;32,7;22,153;32,7;24,403;5;Kiel - Neustadt(Holst);EÜ Fußweg;EÜ über Rad-/Fußweg;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3592734.1817374313 6003951.198358526,3592735.716092596 6003952.841917006));MULTILINESTRING ((10.418510094980933 54.1576205584811,10.418534080184154 54.15763504294884));MULTILINESTRING ((592627.1114635342 6001989.611063152,592628.6452236639 6001991.253953159))
1023;Streckenachse;32,8 + 60,416;32,8 + 69,340;103280060,416;103280069,34;32,8;60,416;32,8;69,34;13;Kiel - Neustadt(Holst);EÜ Schwentine;EÜ über anderen Wasserlauf;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3592833.5114860362 6004047.017903735,3592840.4653933602 6004052.601030844));MULTILINESTRING ((10.420059605848676 54.1584632112326,10.420167740471996 54.158512098822925));MULTILINESTRING ((592726.4025915675 6002085.391543236,592733.353784526 6002090.972383136))
1023;Streckenachse;33,1 + 65,069;33,1 + 73,654;103310065,069;103310073,654;33,1;65,069;33,1;73,654;7;Kiel - Neustadt(Holst);EÜ Rad- u. Fußwegtunnel;EÜ über Rad-/Fußweg;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3593088.1750385175 6004212.79157731,3593095.7755923537 6004216.778044808));MULTILINESTRING ((10.424007895685149 54.15990600668153,10.424125441718738 54.15994043339157));MULTILINESTRING ((592980.9663748364 6002251.096850716,592988.5639419532 6002255.08166024))
1023;Streckenachse;37,0 + 26,708;37,0 + 28,759;103700026,708;103700028,759;37;26,708;37;28,759;4;Kiel - Neustadt(Holst);EÜ Viehdrift;EÜ über andere Straße/Weg Fahrverkehr;Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3596155.572952705 6006104.431457864,3596157.490094428 6006103.704286568));MULTILINESTRING ((10.471552590118065 54.1763301907439,10.471581708029058 54.176323300956604));MULTILINESTRING ((596047.1616073356 6004141.955057054,596049.077979347 6004141.228157001))
1023;Streckenachse;37,7 + 66,984;37,7 + 70,365;103770066,984;103770070,365;37,7;66,984;37,7;70,365;5;Kiel - Neustadt(Holst);EÜ Behler See;EÜ über künstliche Wasserstraße (Kanal);Schleswig-Holstein;Kreis Plön;MULTILINESTRING ((3596825.4377427 6005795.314476676,3596828.7455068566 6005794.61923484));MULTILINESTRING ((10.481708339915022 54.17342812303674,10.481758752138537 54.17342125539065));MULTILINESTRING ((596716.7569324472 6003832.95475103,596720.063373846 6003832.259754591))
1023;Streckenachse;42,3 + 85,903;42,3 + 88,889;104230085,903;104230088,889;42,3;85,903;42,3;88,889;5;Kiel - Neustadt(Holst);EÜ Fußweg;EÜ über Rad-/Fußweg;Schleswig-Holstein;Kreis Ostholstein;MULTILINESTRING ((3601325.9118984146 6005225.460586449,3601328.5258243256 6005224.01887897));MULTILINESTRING ((10.550408725356352 54.16744222605433,10.550448247925566 54.167428762792284));MULTILINESTRING ((601215.4348912658 6003263.285054935,601218.0477633893 6003261.843896418))
1023;Streckenachse;47,7 + 90,274;47,7 + 94,260;104770090,274;104770094,26;47,7;90,274;47,7;94,26;6;Kiel - Neustadt(Holst);EÜ Bstg-Zugang;EÜ über Wege/Räume Reisende-Bstg.Zug.;Schleswig-Holstein;Kreis Ostholstein;MULTILINESTRING ((3605313.3446987555 6001732.0306399865,3605316.1467281897 6001729.122477661));MULTILINESTRING ((10.61021726500407 54.13526731893446,10.61025910268415 54.135240628171445));MULTILINESTRING ((605201.2478661991 5999771.207543099,605204.0487530163 5999768.300511552))
1023;Streckenachse;48,1 + 9,684;48,1 + 21,096;104810009,684;104810021,096;48,1;9,684;48,1;21,096;23;Kiel - Neustadt(Holst);EÜ Albert-Mahlstedt-Straße;EÜ über andere Straße/Weg KFZ-Verkehr;Schleswig-Holstein;Kreis Ostholstein;MULTILINESTRING ((3605544.6883868165 6001506.563244994,3605554.1865546308 6001499.970369465));MULTILINESTRING ((10.613676439626328 54.13319506991348,10.613819384885842 54.13313391301539));MULTILINESTRING ((605432.4973550241 5999545.827682945,605441.9916805833 5999539.237341116))
1023;Streckenachse;48,1 + 15,000;48,1 + 15,000;104810015;104810015;48,1;15;48,1;15;10;Kiel - Neustadt(Holst);;EÜ über andere Straße/Weg KFZ-Verkehr;Schleswig-Holstein;Kreis Ostholstein;MULTILINESTRING ((3605549.112875084 6001503.492115805,3605549.11370738 6001503.491538091));MULTILINESTRING ((10.61374302721831 54.13316658149495,10.613743039744174 54.13316657613595));MULTILINESTRING ((605436.9200534711 5999542.7577340165,605436.9208854308 5999542.757156526))
1023;Streckenachse;62,5 + 80,613;62,5 + 87,813;106250080,613;106250087,813;62,5;80,613;62,5;87,813;12;Kiel - Neustadt(Holst);EÜ Am Holm;EÜ über andere Straße/Weg KFZ-Verkehr;Schleswig-Holstein;Kreis Ostholstein;MULTILINESTRING ((3617757.4935547146 5998101.085092606,3617762.773511754 5998105.99883888));MULTILINESTRING ((10.799097682200673 54.09996378256123,10.799180264521025 54.10000669941625));MULTILINESTRING ((617640.4098554915 5996141.588844358,617645.6877579453 5996146.500584666))
1031;Streckenachse;104,8 + 67,822;104,8 + 89,852;110480067,822;110480089,852;104,8;67,822;104,8;89,852;26;Meimersdorf - Kiel-Hassee C.;EÜ L 194 Lübecker Chaussee;EÜ über Landstraße I. Ordnung/Staatstraße;Schleswig-Holstein;Kreisfreie Stadt Kiel;MULTILINESTRING ((3573319.094800971 6020203.253072524,3573297.548886791 6020207.649017055));MULTILINESTRING ((10.125347147314526 54.30673797367031,10.125017286095638 54.30678054959137));MULTILINESTRING ((573219.9016716685 6018235.382252789,573198.3643695447 6018239.776650702))
1032;Streckenachse;103,9 + 4,276;103,9 + 30,503;110390004,276;110390030,503;103,9;4,276;103,9;30,503;60;Meimersdorf Ost - Kiel Hbf;EÜ Str 1032;EÜ über DBAG-Gleise;Schleswig-Holstein;Kreisfreie Stadt Kiel;MULTILINESTRING ((3574009.181893479 6019533.38191155,3574006.6572486428 6019546.752291809,3574004.3166045058 6019559.148501907));MULTILINESTRING ((10.135780788234866 54.300621637126135,10.135745326463232 54.30074209700194,10.135712449100403 54.300853780114444));MULTILINESTRING ((573909.7079659121 6017565.7710987115,573907.1844508256 6017579.136183764,573904.8448541034 6017591.527484467))
1033;Streckenachse;102,8 + 22,592;102,8 + 47,693;110280022,592;110280047,693;102,8;22,592;102,8;47,693;31;Meimersdorf - Kiel Ss;KRZBW Str 1033 ü. Str 1220;EÜ über DBAG-Gleise;Schleswig-Holstein;Kreisfreie Stadt Kiel;MULTILINESTRING ((3573830.7135306075 6018514.0626682,3573841.373241071 6018523.297596396,3573849.6810078546 6018530.495012338));MULTILINESTRING ((10.132788286449983 54.29149178354034,10.132954235828652 54.291573193630114,10.133083570837808 54.29163664197347));MULTILINESTRING ((573731.3010351141 6016546.85902867,573741.9565917498 6016556.090183087,573750.2611212013 6016563.284657861))
1040;Streckenachse;74,6 + 25,000;74,6 + 25,000;107460025;107460025;74,6;25;74,6;25;6;Neumünster - Flensburg;EÜ Gepäcktunnel;EÜ über Wege/Räume für Gepäck, Post...;Schleswig-Holstein;Kreisfreie Stadt Neumünster;MULTILINESTRING ((3564188.3301775996 5994358.256241299,3564188.3304389897 5994358.257206554));MULTILINESTRING ((9.979582160160632 54.07580785179374,9.979582164357849 54.07580786043199));MULTILINESTRING ((564092.5284103621 5992400.753139709,564092.528671657 5992400.754104578))
1040;Streckenachse;74,7 + 58,088;74,7 + 91,914;107470058,088;107470091,914;74,7;58,088;74,7;91,914;42;Neumünster - Flensburg;EÜ Rendsburger Straße;EÜ über Bundesstraße;Schleswig-Holstein;Kreisfreie Stadt Neumünster;MULTILINESTRING ((3564230.46231011 5994484.404594684,3564242.4253862873 5994516.045325044));MULTILINESTRING ((9.980252471305473 54.07693578189941,9.980441921569254 54.07721851650242));MULTILINESTRING ((564134.6449504578 5992526.850907745,564146.6035605154 5992558.478937256))
1040;Streckenachse;80,4 + 78,652;80,4 + 80,638;108040078,652;108040080,638;80,4;78,652;80,4;80,638;4;Neumünster - Flensburg;EÜ Aalbek;EÜ über anderen Wasserlauf;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;MULTILINESTRING ((3561690.909541561 5998448.645457702,3561689.5394863747 5998450.083277774));MULTILINESTRING ((9.942267168221813 54.11285680842327,9.942246515003127 54.11286988853961));MULTILINESTRING ((561596.1394033153 5996489.53802923,561594.7699065679 5996490.97528995))
1040;Streckenachse;82,0 + 19,524;82,0 + 25,074;108200019,524;108200025,074;82;19,524;82;25,074;;Neumünster - Flensburg;EÜ Wasbeker Weg;EÜ über Landstraße II. Ordnung/Kreisstraße;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;MULTILINESTRING ((3560628.4257346396 5999564.675898429,3560624.600745356 5999568.6975121135));MULTILINESTRING ((9.926246802384856 54.12300837375321,9.926189114986025 54.123044950638025));MULTILINESTRING ((560534.0886722913 5997605.134294657,560530.265242118 5997609.154343769))
1040;Streckenachse;85,3 + 81,519;85,3 + 84,373;108530081,519;108530084,373;85,3;81,519;85,3;84,373;6;Neumünster - Flensburg;EÜ Höllenau;EÜ über anderen Wasserlauf;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;MULTILINESTRING ((3558312.334856483 6002001.734320037,3558310.3690976384 6002003.803494651));MULTILINESTRING ((9.891297954487786 54.145168362919605,9.891268276308178 54.145187173403556));MULTILINESTRING ((558218.9418542554 6000041.244596905,558216.976896659 6000043.312966527))
1040;Streckenachse;88,5 + 8,443;88,5 + 26,250;108850008,443;108850026,25;88,5;8,443;88,5;26,25;22;Neumünster - Flensburg;EÜ (Nortorf);EÜ über Landstraße I. Ordnung/Staatstraße;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;MULTILINESTRING ((3555988.508744182 6004091.14805228,3555975.623184829 6004103.438952321));MULTILINESTRING ((9.856128780603676 54.164196178882655,9.855933809365151 54.16430799362586));MULTILINESTRING ((555896.0596091442 6002129.848615069,555883.1792899275 6002142.134744777))
1040;Streckenachse;90,2 + 89,338;90,2 + 93,738;109020089,338;109020093,738;90,2;89,338;90,2;93,738;;Neumünster - Flensburg;EÜ Tunnelweg;EÜ über andere Straße/Weg Fahrverkehr;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;MULTILINESTRING ((3554976.2623001016 6005541.984505348,3554974.638459092 6005546.07400809));MULTILINESTRING ((9.840897878561321 54.17733855835335,9.840873759172851 54.17737546868773));MULTILINESTRING ((554884.2293068571 6003580.117259419,554882.6061497462 6003584.205150288))
1040;Streckenachse;94,3 + 2,422;94,3 + 6,826;109430002,422;109430006,826;94,3;2,422;94,3;6,826;7;Neumünster - Flensburg;EÜ Bokeler Aue;EÜ über anderen Wasserlauf;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;MULTILINESTRING ((3553499.6396708237 6009273.628951673,3553498.0188119607 6009277.723939648));MULTILINESTRING ((9.818949814936097 54.21101642996631,9.818925703282453 54.21105338481601));MULTILINESTRING ((553408.2286825168 6007310.290870677,553406.6085063933 6007314.384244647))
